,ObjectTable,us_node_id,us_node_id_flag,link_suffix,link_suffix_flag,ds_node_id,ds_node_id_flag,link_type,link_type_flag,asset_id,asset_id_flag,sewer_reference,sewer_reference_flag,system_type,system_type_flag,branch_id,branch_id_flag,point_array,is_merged,asset_uid,x0,y0
120,hw_conduit,33-476094,,1,,33-476097,,Cond,,5160,,,,sanitary,,,,"{2297457.0696934298612177,145496.229038021992892,2297428.580281269736588,145430.7387041817419231}",,,2297457.0696934298612177,145496.229038021992892
121,hw_conduit,33-476097,,1,,33-476099,,Cond,,5164,,,,sanitary,,,,"{2297428.580281269736588,145430.7387041817419231,2297423.3378736698068678,145397.6857654615887441}",,,2297428.580281269736588,145430.7387041817419231
122,hw_conduit,33-476099,,1,,33-476100,,Cond,,14977,,,,sanitary,,,,"{2297423.3378736698068678,145397.6857654615887441,2297473.0131108700297773,145383.4957709815353155}",,,2297423.3378736698068678,145397.6857654615887441
123,hw_conduit,33-476100,,1,,36-476016,,Cond,,14978,,,,sanitary,,,,"{2297473.0131108700297773,145383.4957709815353155,2297542.0527187902480364,145395.5721603416022845}",,,2297473.0131108700297773,145383.4957709815353155
124,hw_conduit,33-476109,,1,,36-476021,,Cond,,6088,,,,sanitary,,,,"{2297507.4193311100825667,145190.7547899407800287,2297554.1991207101382315,145247.8261820210027508}",,,2297507.4193311100825667,145190.7547899407800287
125,hw_conduit,33-476110,,1,,33-476109,,Cond,,6096,,,,sanitary,,,,"{2297457.9225238296203315,145123.7762396204925608,2297507.4193311100825667,145190.7547899407800287}",,,2297457.9225238296203315,145123.7762396204925608
126,hw_conduit,33-476111,,1,,33-476110,,Cond,,14982,,,,sanitary,,,,"{2297387.1815527896396816,145130.7332081805216148,2297457.9225238296203315,145123.7762396204925608}",,,2297387.1815527896396816,145130.7332081805216148
127,hw_conduit,33-478006,,1,,33-478020,,Cond,,4863,,,,sanitary,,,,"{2296754.875202467199415,146166.3931942646740936,2296802.9359750272706151,146172.1128881846962031}",,,2296754.875202467199415,146166.3931942646740936
128,hw_conduit,33-478007,,1,,33-478006,,Cond,,4868,,,,sanitary,,,,"{2296708.2384250271134079,146161.1866921046457719,2296754.875202467199415,146166.3931942646740936}",,,2296708.2384250271134079,146161.1866921046457719
129,hw_conduit,33-478019,,1,,33-478023,,Cond,,4881,,,,sanitary,,,,"{2296851.1550607075914741,146158.5122702246299013,2296974.1191531079821289,146119.4297321844787803}",,,2296851.1550607075914741,146158.5122702246299013
130,hw_conduit,33-478020,,1,,33-478019,,Cond,,4872,,,,sanitary,,,,"{2296802.9359750272706151,146172.1128881846962031,2296851.1550607075914741,146158.5122702246299013}",,,2296802.9359750272706151,146172.1128881846962031
131,hw_conduit,33-478023,,1,,33-478048,,Cond,,4880,,,,sanitary,,,,"{2296974.1191531079821289,146119.4297321844787803,2297097.2560061486437917,146132.5109252245456446}",,,2296974.1191531079821289,146119.4297321844787803
132,hw_conduit,33-478048,,1,,33-478049,,Cond,,13335,,,,sanitary,,,,"{2297097.2560061486437917,146132.5109252245456446,2297232.5622735088691115,146173.3241329047014005}",,,2297097.2560061486437917,146132.5109252245456446
133,hw_conduit,33-478049,,1,,33-478083,,Cond,,5170,,,,sanitary,,,,"{2297232.5622735088691115,146173.3241329047014005,2297381.672689029481262,146224.2838277849077713}",,,2297232.5622735088691115,146173.3241329047014005
134,hw_conduit,33-478083,,1,,33-478084,,Cond,,5040,,,,sanitary,,,,"{2297381.672689029481262,146224.2838277849077713,2297420.9371469500474632,146234.794581464928342}",,,2297381.672689029481262,146224.2838277849077713
135,hw_conduit,33-478084,,1,,33-478108,,Cond,,5039,,,,sanitary,,,,"{2297420.9371469500474632,146234.794581464928342,2297453.0020612296648324,146243.974669784976868}",,,2297420.9371469500474632,146234.794581464928342
136,hw_conduit,33-478108,,1,,33-478126,,Cond,,5037,,,,sanitary,,,,"{2297453.0020612296648324,146243.974669784976868,2297461.3128447099588811,146246.3795722649956588}",,,2297453.0020612296648324,146243.974669784976868
137,hw_conduit,33-478126,,1,,36-478001,,Cond,,5035,,,,sanitary,,,,"{2297461.3128447099588811,146246.3795722649956588,2297537.4089079103432596,146268.2080985850770958}",,,2297461.3128447099588811,146246.3795722649956588
138,hw_conduit,33-484001,,1,,33-486011,,Cond,,13340,,,,sanitary,,,,"{2296974.9155345479957759,148117.1617793924815487,2296993.4704174278303981,148188.5921470727480482}",,,2296974.9155345479957759,148117.1617793924815487
139,hw_conduit,33-484002,,1,,33-484001,,Cond,,3332,,,,sanitary,,,,"{2296949.6491995081305504,148079.9654809123312589,2296974.9155345479957759,148117.1617793924815487}",,,2296949.6491995081305504,148079.9654809123312589
140,hw_conduit,33-484003,,1,,33-484002,,Cond,,3341,,,,sanitary,,,,"{2296908.8915263880044222,147990.0935549919668119,2296949.6491995081305504,148079.9654809123312589}",,,2296908.8915263880044222,147990.0935549919668119
141,hw_conduit,33-484047,,1,,I33-484000,,Cond,,12406,,,,sanitary,,,,"{2296884.0168593474663794,147938.2198258717544377,2296898.8414169475436211,147970.9709211518929806}",,,2296884.0168593474663794,147938.2198258717544377
142,hw_conduit,33-484048,,1,,33-484047,,Cond,,3351,,,,sanitary,,,,"{2296887.1290807076729834,147911.2021405116538517,2296884.0168593474663794,147938.2198258717544377}",,,2296887.1290807076729834,147911.2021405116538517
143,hw_conduit,33-484049,,1,,33-484086,,Cond,,3365,,,,sanitary,,,,"{2296823.5209173471666873,147817.4744031512818765,2296852.4606105475686491,147860.1175385914393701}",,,2296823.5209173471666873,147817.4744031512818765
144,hw_conduit,33-484086,,1,,33-484048,,Cond,,3361,,,,sanitary,,,,"{2296852.4606105475686491,147860.1175385914393701,2296887.1290807076729834,147911.2021405116538517}",,,2296852.4606105475686491,147860.1175385914393701
145,hw_conduit,33-486007,,1,,33-486008,,Cond,,2807,,,,sanitary,,,,"{2296804.2754795872606337,148247.5558594730100594,2296864.4234923874028027,148258.5285680330416653}",,,2296804.2754795872606337,148247.5558594730100594
146,hw_conduit,33-486008,,1,,33-486009,,Cond,,2809,,,,sanitary,,,,"{2296864.4234923874028027,148258.5285680330416653,2296958.8971667881123722,148237.6769561929395422}",,,2296864.4234923874028027,148258.5285680330416653
147,hw_conduit,33-486009,,1,,33-486014,,Cond,,2808,,,,sanitary,,,,"{2296958.8971667881123722,148237.6769561929395422,2297057.2857533483766019,148288.4284117131610401}",,,2296958.8971667881123722,148237.6769561929395422
148,hw_conduit,33-486011,,1,,33-486074,,Cond,,C22009,,,,sanitary,,,,"{2296993.4704174278303981,148188.5921470727480482,2296994.5432524681091309,148192.7222785127814859}",,,2296993.4704174278303981,148188.5921470727480482
149,hw_conduit,33-486014,,1,,33-486027,,Cond,,2805,,,,sanitary,,,,"{2297057.2857533483766019,148288.4284117131610401,2297160.6260597486980259,148336.0873969133535866}",,,2297057.2857533483766019,148288.4284117131610401
150,hw_conduit,33-486027,,1,,33-486031,,Cond,,14530,,,,sanitary,,,,"{2297160.6260597486980259,148336.0873969133535866,2297264.6700883889570832,148314.1943749132624362}",,,2297160.6260597486980259,148336.0873969133535866
151,hw_conduit,33-486031,,1,,33-486032,,Cond,,2841,,,,sanitary,,,,"{2297264.6700883889570832,148314.1943749132624362,2297366.4842307097278535,148412.5249885136436205}",,,2297264.6700883889570832,148314.1943749132624362
152,hw_conduit,33-486032,,1,,33-486059,,Cond,,14796,,,,sanitary,,,,"{2297366.4842307097278535,148412.5249885136436205,2297377.2331855897791684,148467.9960281938838307}",,,2297366.4842307097278535,148412.5249885136436205
153,hw_conduit,33-486034,,1,,33-486053,,Cond,,2858,,,,sanitary,,,,"{2297396.6361135095357895,148568.1265467542689294,2297409.3138427897356451,148574.5394777942856308}",,,2297396.6361135095357895,148568.1265467542689294
154,hw_conduit,33-486035,,1,,33-486037,,Cond,,2861,,,,sanitary,,,,"{2297434.4877624697983265,148608.1227380344353151,2297459.1635627499781549,148624.4086135145043954}",,,2297434.4877624697983265,148608.1227380344353151
155,hw_conduit,33-486037,,1,,36-486002,,Cond,,2836,,,,sanitary,,,,"{2297459.1635627499781549,148624.4086135145043954,2297560.0320478300563991,148590.74112179435906}",,,2297459.1635627499781549,148624.4086135145043954
156,hw_conduit,33-486043,,1,,33-486071,,Cond,,2810,,,,sanitary,,,,"{2296783.840651267208159,148201.1738643528078683,2296801.7064727870747447,148241.7249135529564228}",,,2296783.840651267208159,148201.1738643528078683
157,hw_conduit,33-486053,,1,,33-486035,,Cond,,2860,,,,sanitary,,,,"{2297409.3138427897356451,148574.5394777942856308,2297434.4877624697983265,148608.1227380344353151}",,,2297409.3138427897356451,148574.5394777942856308
158,hw_conduit,33-486059,,1,,33-486034,,Cond,,14795,,,,sanitary,,,,"{2297377.2331855897791684,148467.9960281938838307,2297396.6361135095357895,148568.1265467542689294}",,,2297377.2331855897791684,148467.9960281938838307
159,hw_conduit,33-486071,CAR,1,,33-486007,CAR,Cond,,160458438,GIS,,,sanitary,,,,"{2296801.7064727870747447,148241.7249135529564228,2296804.1195091851986945,148247.2018005928839557,2296804.2754795872606337,148247.5558594730100594}",,,2296801.7064727870747447,148241.7249135529564228
160,hw_conduit,33-486073,,1,,33-486074,,Cond,,C22006,,,,sanitary,,,,"{2297034.1544813481159508,148191.715646032767836,2296994.5432524681091309,148192.7222785127814859}",,,2297034.1544813481159508,148191.715646032767836
161,hw_conduit,33-486074,,1,,33-486075,,Cond,,C22007,,,,sanitary,,,,"{2296994.5432524681091309,148192.7222785127814859,2296926.2627184675075114,148197.8259411528124474}",,,2296994.5432524681091309,148192.7222785127814859
162,hw_conduit,33-486075,,1,,33-486076,,Cond,,C22010,,,,sanitary,,,,"{2296926.2627184675075114,148197.8259411528124474,2296924.6944919875822961,148202.7449254728271626}",,,2296926.2627184675075114,148197.8259411528124474
163,hw_conduit,33-486076,,1,,33-486009,,Cond,,2811,,,,sanitary,,,,"{2296924.6944919875822961,148202.7449254728271626,2296958.8971667881123722,148237.6769561929395422}",,,2296924.6944919875822961,148202.7449254728271626
164,hw_conduit,33-488081,,1,,33-488083,,Cond,,2228,,,,sanitary,,,,"{2297475.9155383897013962,149312.2323483572690748,2297471.2319206297397614,149214.0809266768628731}",,,2297475.9155383897013962,149312.2323483572690748
165,hw_conduit,33-488083,,1,,33-488087,,Cond,,2235,,,,sanitary,,,,"{2297471.2319206297397614,149214.0809266768628731,2297510.3953983099199831,149066.8855695562670007}",,,2297471.2319206297397614,149214.0809266768628731
166,hw_conduit,33-488087,,1,,36-488001,,Cond,,14528,,,,sanitary,,,,"{2297510.3953983099199831,149066.8855695562670007,2297543.7802337505854666,148938.872983315755846}",,,2297510.3953983099199831,149066.8855695562670007
167,hw_conduit,33-490030,,1,,33-490031,,Cond,,12834,,,,sanitary,,,,"{2297456.1930581498891115,149439.1193386777595151,2297460.2661919896490872,149435.2456354777386878}",,,2297456.1930581498891115,149439.1193386777595151
168,hw_conduit,33-490031,,1,,33-490032,,Cond,,2220,,,,sanitary,,,,"{2297460.2661919896490872,149435.2456354777386878,2297480.7651197500526905,149412.4147438776562922}",,,2297460.2661919896490872,149435.2456354777386878
169,hw_conduit,33-490032,,1,,33-488081,,Cond,,2247,,,,sanitary,,,,"{2297480.7651197500526905,149412.4147438776562922,2297475.9155383897013962,149312.2323483572690748}",,,2297480.7651197500526905,149412.4147438776562922
170,hw_conduit,36-472001,,1,,36-472004,,Cond,,17399,,,,sanitary,,,,"{2297616.9525486705824733,144417.2625802576658316,2297624.0234667104668915,144409.8905960176489316}",,,2297616.9525486705824733,144417.2625802576658316
171,hw_conduit,36-472002,,1,,36-472001,,Cond,,17398,,,,sanitary,,,,"{2297602.857849910389632,144431.7262546577258036,2297616.9525486705824733,144417.2625802576658316}",,,2297602.857849910389632,144431.7262546577258036
172,hw_conduit,36-472003,,1,,36-472004,,Cond,,15352,,,,sanitary,,,,"{2297548.8960274304263294,144345.3247205773950554,2297624.0234667104668915,144409.8905960176489316}",,,2297548.8960274304263294,144345.3247205773950554
173,hw_conduit,36-472004,,1,,36-474083,,Cond,,16575,,,,sanitary,,,,"{2297624.0234667104668915,144409.8905960176489316,2297694.0224935906007886,144462.8612088978406973}",,,2297624.0234667104668915,144409.8905960176489316
174,hw_conduit,36-474018,,1,,36-474029,,Cond,,6147,,,,sanitary,,,,"{2297752.4149193512275815,144804.9100548992282711,2297821.6184487110003829,144830.2040657793113496}",,,2297752.4149193512275815,144804.9100548992282711
175,hw_conduit,36-474028,,1,,36-474035,,Cond,,6139,,,,sanitary,,,,"{2297901.7150119114667177,144859.8063332194287796,2297967.933269111905247,144884.6439670595573261}",,,2297901.7150119114667177,144859.8063332194287796
176,hw_conduit,36-474029,,1,,36-474028,,Cond,,6144,,,,sanitary,,,,"{2297821.6184487110003829,144830.2040657793113496,2297901.7150119114667177,144859.8063332194287796}",,,2297821.6184487110003829,144830.2040657793113496
177,hw_conduit,36-474035,,1,,36-474041,,Cond,,6133,,,,sanitary,,,,"{2297967.933269111905247,144884.6439670595573261,2298037.7015623920597136,144911.3709951396449469}",,,2297967.933269111905247,144884.6439670595573261
178,hw_conduit,36-474041,,1,,36-474042,,Cond,,16586,,,,sanitary,,,,"{2298037.7015623920597136,144911.3709951396449469,2298048.2480691121891141,144882.6590180195344146}",,,2298037.7015623920597136,144911.3709951396449469
179,hw_conduit,36-474042,,1,,36-474094,,Cond,,16582,,,,sanitary,,,,"{2298048.2480691121891141,144882.6590180195344146,2298046.5655426322482526,144880.9311982595245354}",,,2298048.2480691121891141,144882.6590180195344146
180,hw_conduit,36-474049,,1,,36-474051,,Cond,,6129,,,,sanitary,,,,"{2298139.4143282324075699,144934.5499073797254823,2298227.1254050331190228,144984.0095290599565487}",,,2298139.4143282324075699,144934.5499073797254823
181,hw_conduit,36-474051,,1,,36-474055,,Cond,,15062,,,,sanitary,,,,"{2298227.1254050331190228,144984.0095290599565487,2298315.8271885132417083,145033.40873938013101}",,,2298227.1254050331190228,144984.0095290599565487
182,hw_conduit,36-474055,,1,,36-476119,,Cond,,15063,,,,sanitary,,,,"{2298315.8271885132417083,145033.40873938013101,2298407.6767635135911405,145085.2577339803392533}",,,2298315.8271885132417083,145033.40873938013101
183,hw_conduit,36-474066,,1,,36-472002,,Cond,,17397,,,,sanitary,,,,"{2297543.6443539098836482,144493.5670961779833306,2297602.857849910389632,144431.7262546577258036}",,,2297543.6443539098836482,144493.5670961779833306
184,hw_conduit,36-474075,,1,,36-474041,,Cond,,6194,,,,sanitary,,,,"{2298015.0268655521795154,144974.9469106598990038,2298037.7015623920597136,144911.3709951396449469}",,,2298015.0268655521795154,144974.9469106598990038
185,hw_conduit,36-474078,,1,,36-474018,,Cond,,6168,,,,sanitary,,,,"{2297779.0332862311042845,144731.7282454589148983,2297752.4149193512275815,144804.9100548992282711}",,,2297779.0332862311042845,144731.7282454589148983
186,hw_conduit,36-474083,,1,,36-474084,,Cond,,16573,,,,sanitary,,,,"{2297694.0224935906007886,144462.8612088978406973,2297802.6247452711686492,144546.6371957781957462}",,,2297694.0224935906007886,144462.8612088978406973
187,hw_conduit,36-474084,,1,,36-474085,,Cond,,16574,,,,sanitary,,,,"{2297802.6247452711686492,144546.6371957781957462,2297846.9151418311521411,144581.5365519383340143}",,,2297802.6247452711686492,144546.6371957781957462
188,hw_conduit,36-474085,,1,,36-474086,,Cond,,16566,,,,sanitary,,,,"{2297846.9151418311521411,144581.5365519383340143,2297918.8945762314833701,144632.3137020985304844}",,,2297846.9151418311521411,144581.5365519383340143
189,hw_conduit,36-474086,,1,,36-474087,,Cond,,16567,,,,sanitary,,,,"{2297918.8945762314833701,144632.3137020985304844,2297967.7110699117183685,144666.7507680986600462}",,,2297918.8945762314833701,144632.3137020985304844
190,hw_conduit,36-474087,,1,,36-474088,,Cond,,16568,,,,sanitary,,,,"{2297967.7110699117183685,144666.7507680986600462,2297992.2532001519575715,144677.6499284187157173}",,,2297967.7110699117183685,144666.7507680986600462
191,hw_conduit,36-474088,,1,,36-474089,,Cond,,16569,,,,sanitary,,,,"{2297992.2532001519575715,144677.6499284187157173,2298102.7319225524552166,144739.8743607389624231}",,,2297992.2532001519575715,144677.6499284187157173
192,hw_conduit,36-474089,,1,,36-474090,,Cond,,16563,,,,sanitary,,,,"{2298102.7319225524552166,144739.8743607389624231,2298164.876222952734679,144774.8755810591101181}",,,2298102.7319225524552166,144739.8743607389624231
193,hw_conduit,36-474090,,1,,36-474091,,Cond,,16564,,,,sanitary,,,,"{2298164.876222952734679,144774.8755810591101181,2298283.2151277530938387,144841.7770474593853578}",,,2298164.876222952734679,144774.8755810591101181
194,hw_conduit,36-474091,,1,,36-474092,,Cond,,16565,,,,sanitary,,,,"{2298283.2151277530938387,144841.7770474593853578,2298402.6153461537323892,144909.2785126596281771}",,,2298283.2151277530938387,144841.7770474593853578
195,hw_conduit,36-474092,,1,,39-474006,,Cond,,16557,,,,sanitary,,,,"{2298402.6153461537323892,144909.2785126596281771,2298470.4741893541067839,144948.4107483398111071}",,,2298402.6153461537323892,144909.2785126596281771
196,hw_conduit,36-474093,,1,,36-474049,,Cond,,16581,,,,sanitary,,,,"{2298054.8889600723050535,144886.438964739558287,2298139.4143282324075699,144934.5499073797254823}",,,2298054.8889600723050535,144886.438964739558287
197,hw_conduit,36-474094,,1,,36-474095,,Cond,,16583,,,,sanitary,,,,"{2298046.5655426322482526,144880.9311982595245354,2298061.6272955923341215,144843.1049696193949785}",,,2298046.5655426322482526,144880.9311982595245354
198,hw_conduit,36-474095,,1,,36-474096,,Cond,,16584,,,,sanitary,,,,"{2298061.6272955923341215,144843.1049696193949785,2298084.9677975522354245,144784.4873576191603206}",,,2298061.6272955923341215,144843.1049696193949785
199,hw_conduit,36-474096,,1,,36-474089,,Cond,,16653,,,,sanitary,,,,"{2298084.9677975522354245,144784.4873576191603206,2298102.7319225524552166,144739.8743607389624231}",,,2298084.9677975522354245,144784.4873576191603206
200,hw_conduit,36-476014,,1,,36-476018,,Cond,,12641,,,,sanitary,,,,"{2297597.0648668305948377,145413.3633363416593056,2297589.728772790171206,145335.6583558613492642}",,,2297597.0648668305948377,145413.3633363416593056
201,hw_conduit,36-476016,,1,,36-476017,,Cond,,12154,,,,sanitary,,,,"{2297542.0527187902480364,145395.5721603416022845,2297545.7732904702425003,145396.9282460215908941}",,,2297542.0527187902480364,145395.5721603416022845
202,hw_conduit,36-476017,,1,,36-476014,,Cond,,15070,,,,sanitary,,,,"{2297545.7732904702425003,145396.9282460215908941,2297597.0648668305948377,145413.3633363416593056}",,,2297545.7732904702425003,145396.9282460215908941
203,hw_conduit,36-476018,,1,,36-476019,,Cond,,15071,,,,sanitary,,,,"{2297589.728772790171206,145335.6583558613492642,2297577.6521091102622449,145272.3911113011126872}",,,2297589.728772790171206,145335.6583558613492642
204,hw_conduit,36-476019,,1,,36-476026,,Cond,,6077,,,,sanitary,,,,"{2297577.6521091102622449,145272.3911113011126872,2297590.8977722306735814,145261.2087308210611809}",,,2297577.6521091102622449,145272.3911113011126872
205,hw_conduit,36-476020,,1,,36-476026,,Cond,,6079,,,,sanitary,,,,"{2297581.9716432704590261,145257.454722581023816,2297590.8977722306735814,145261.2087308210611809}",,,2297581.9716432704590261,145257.454722581023816
206,hw_conduit,36-476021,,1,,36-476020,,Cond,,6082,,,,sanitary,,,,"{2297554.1991207101382315,145247.8261820210027508,2297581.9716432704590261,145257.454722581023816}",,,2297554.1991207101382315,145247.8261820210027508
207,hw_conduit,36-476026,,1,,36-476027,,Cond,,6076,,,,sanitary,,,,"{2297590.8977722306735814,145261.2087308210611809,2297677.6301209907978773,145296.2403701811854262}",,,2297590.8977722306735814,145261.2087308210611809
208,hw_conduit,36-476027,,1,,36-476038,,Cond,,6070,,,,sanitary,,,,"{2297677.6301209907978773,145296.2403701811854262,2297773.8910359111614525,145331.751764741318766}",,,2297677.6301209907978773,145296.2403701811854262
209,hw_conduit,36-476036,,1,,36-476056,,Cond,,13067,,,,sanitary,,,,"{2297892.4011621116660535,145367.3369818614737596,2297964.953178551979363,145408.5682227416255046}",,,2297892.4011621116660535,145367.3369818614737596
210,hw_conduit,36-476037,,1,,36-476036,,Cond,,6186,,,,sanitary,,,,"{2297867.4107472714968026,145362.0843025014619343,2297892.4011621116660535,145367.3369818614737596}",,,2297867.4107472714968026,145362.0843025014619343
211,hw_conduit,36-476038,,1,,36-476037,,Cond,,6185,,,,sanitary,,,,"{2297773.8910359111614525,145331.751764741318766,2297867.4107472714968026,145362.0843025014619343}",,,2297773.8910359111614525,145331.751764741318766
212,hw_conduit,36-476056,,1,,36-476068,,Cond,,5187,,,,sanitary,,,,"{2297964.953178551979363,145408.5682227416255046,2298051.524821512401104,145456.0728267418162432}",,,2297964.953178551979363,145408.5682227416255046
213,hw_conduit,36-476057,,1,,36-476064,,Cond,,13173,,,,sanitary,,,,"{2297948.510742552112788,145579.0613945823279209,2298001.0777087919414043,145585.9495393023535144}",,,2297948.510742552112788,145579.0613945823279209
214,hw_conduit,36-476063,,1,,36-476064,,Cond,,13174,,,,sanitary,,,,"{2298031.1901504718698561,145604.6994941824232228,2298001.0777087919414043,145585.9495393023535144}",,,2298031.1901504718698561,145604.6994941824232228
215,hw_conduit,36-476064,,1,,36-476065,,Cond,,17621,,,,sanitary,,,,"{2298001.0777087919414043,145585.9495393023535144,2298014.4330694321542978,145557.8486861822311766}",,,2298001.0777087919414043,145585.9495393023535144
216,hw_conduit,36-476065,,1,,36-476066,,Cond,,5189,,,,sanitary,,,,"{2298014.4330694321542978,145557.8486861822311766,2298074.6342393523082137,145593.873668742395239}",,,2298014.4330694321542978,145557.8486861822311766
217,hw_conduit,36-476066,,1,,36-476112,,Cond,,5188,,,,sanitary,,,,"{2298074.6342393523082137,145593.873668742395239,2298083.3928197524510324,145577.9364387422974687}",,,2298074.6342393523082137,145593.873668742395239
218,hw_conduit,36-476067,,1,,36-476090,,Cond,,5149,,,,sanitary,,,,"{2298141.9028983125463128,145508.0637209820270073,2298227.6970574329607189,145557.4352554622164462}",,,2298141.9028983125463128,145508.0637209820270073
219,hw_conduit,36-476068,,1,,36-476067,,Cond,,5156,,,,sanitary,,,,"{2298051.524821512401104,145456.0728267418162432,2298141.9028983125463128,145508.0637209820270073}",,,2298051.524821512401104,145456.0728267418162432
220,hw_conduit,36-476090,,1,,36-476091,,Cond,,5146,,,,sanitary,,,,"{2298227.6970574329607189,145557.4352554622164462,2298214.4311860729940236,145591.3788197823741939}",,,2298227.6970574329607189,145557.4352554622164462
221,hw_conduit,36-476091,,1,,36-476093,,Cond,,5141,,,,sanitary,,,,"{2298214.4311860729940236,145591.3788197823741939,2298315.2164759933948517,145620.5346771424810868}",,,2298214.4311860729940236,145591.3788197823741939
222,hw_conduit,36-476093,,1,,36-476094,,Cond,,5136,,,,sanitary,,,,"{2298315.2164759933948517,145620.5346771424810868,2298420.7952031139284372,145650.6013378626084886}",,,2298315.2164759933948517,145620.5346771424810868
223,hw_conduit,36-476094,,1,,39-476038,,Cond,,5133,,,,sanitary,,,,"{2298420.7952031139284372,145650.6013378626084886,2298515.453525354154408,145677.3283354627201334}",,,2298420.7952031139284372,145650.6013378626084886
224,hw_conduit,36-476095,,1,,39-476001,,Cond,,5183,,,,sanitary,,,,"{2298418.8973354338668287,145642.3860329825838562,2298452.532167833764106,145553.4395103422284592}",,,2298418.8973354338668287,145642.3860329825838562
225,hw_conduit,36-476102,,1,,36-476119,,Cond,,6209,,,,sanitary,,,,"{2298375.0577990333549678,145178.3502833807142451,2298407.6767635135911405,145085.2577339803392533}",,,2298375.0577990333549678,145178.3502833807142451
226,hw_conduit,36-476112,,1,,36-476067,,Cond,,5191,,,,sanitary,,,,"{2298083.3928197524510324,145577.9364387422974687,2298141.9028983125463128,145508.0637209820270073}",,,2298083.3928197524510324,145577.9364387422974687
227,hw_conduit,36-476119,,1,,I36-474401,,Cond,,6204,,,,sanitary,,,,"{2298407.6767635135911405,145085.2577339803392533,2298422.8958237539045513,145044.8021024201880209}",,,2298407.6767635135911405,145085.2577339803392533
228,hw_conduit,36-478001,,1,,36-480007,,Cond,,12323,,,,sanitary,,,,"{2297537.4089079103432596,146268.2080985850770958,2297588.8327827104367316,146368.6199475454923231}",,,2297537.4089079103432596,146268.2080985850770958
229,hw_conduit,36-478099,,1,,36-478100,,Cond,,15094,,,,sanitary,,,,"{2298241.4766082330606878,145815.2324132232752163,2298357.8404090334661305,145811.9726534232613631}",,,2298241.4766082330606878,145815.2324132232752163
230,hw_conduit,36-478100,,1,,36-478101,,Cond,,5174,,,,sanitary,,,,"{2298357.8404090334661305,145811.9726534232613631,2298384.3886719136498868,145811.8074061032384634}",,,2298357.8404090334661305,145811.9726534232613631
231,hw_conduit,36-478101,,1,,39-478011,,Cond,,12631,,,,sanitary,,,,"{2298384.3886719136498868,145811.8074061032384634,2298459.7385542336851358,145809.0962101032491773}",,,2298384.3886719136498868,145811.8074061032384634
232,hw_conduit,36-480001,,1,,36-480024,,Cond,,4116,,,,sanitary,,,,"{2298039.9134959923103452,146832.2852432273211889,2298077.5265322723425925,146830.7802017873327713}",,,2298039.9134959923103452,146832.2852432273211889
233,hw_conduit,36-480002,,1,,36-480001,,Cond,,4127,,,,sanitary,,,,"{2297944.523958551697433,146734.3278572269482538,2298039.9134959923103452,146832.2852432273211889}",,,2297944.523958551697433,146734.3278572269482538
234,hw_conduit,36-480003,,1,,36-480002,,Cond,,4148,,,,sanitary,,,,"{2297849.1344211115501821,146629.3814986665092874,2297944.523958551697433,146734.3278572269482538}",,,2297849.1344211115501821,146629.3814986665092874
235,hw_conduit,36-480004,,1,,36-480063,,Cond,,C4170,,,,sanitary,,,,"{2297881.5668175118044019,146528.7449816261359956,2297883.597181751858443,146554.4199925062130205}",,,2297881.5668175118044019,146528.7449816261359956
236,hw_conduit,36-480005,,1,,36-480004,,Cond,,4189,,,,sanitary,,,,"{2297798.4645300712436438,146427.0406587457109708,2297881.5668175118044019,146528.7449816261359956}",,,2297798.4645300712436438,146427.0406587457109708
237,hw_conduit,36-480006,,1,,36-480005,,Cond,,4190,,,,sanitary,,,,"{2297645.6074519907124341,146479.7690165859239642,2297798.4645300712436438,146427.0406587457109708}",,,2297645.6074519907124341,146479.7690165859239642
238,hw_conduit,36-480007,,1,,36-480006,,Cond,,4203,,,,sanitary,,,,"{2297588.8327827104367316,146368.6199475454923231,2297645.6074519907124341,146479.7690165859239642}",,,2297588.8327827104367316,146368.6199475454923231
239,hw_conduit,36-480024,,1,,36-480026,,Cond,,4118,,,,sanitary,,,,"{2298077.5265322723425925,146830.7802017873327713,2298122.4928685524500906,146829.6954795473138802}",,,2298077.5265322723425925,146830.7802017873327713
240,hw_conduit,36-480025,,1,,36-482015,,Cond,,4114,,,,sanitary,,,,"{2298119.6521325525827706,146876.1477310674963519,2298115.5293467924930155,147025.2629319481202401}",,,2298119.6521325525827706,146876.1477310674963519
241,hw_conduit,36-480026,,1,,36-480025,,Cond,,4117,,,,sanitary,,,,"{2298122.4928685524500906,146829.6954795473138802,2298119.6521325525827706,146876.1477310674963519}",,,2298122.4928685524500906,146829.6954795473138802
242,hw_conduit,36-480063,,1,,36-480003,,Cond,,17568,,,,sanitary,,,,"{2297883.597181751858443,146554.4199925062130205,2297849.1344211115501821,146629.3814986665092874}",,,2297883.597181751858443,146554.4199925062130205
243,hw_conduit,36-482003,,1,,36-482046,,Cond,,3487,,,,sanitary,,,,"{2297717.3874252708628774,147320.5115057892980985,2297726.3874072711914778,147319.4548861092771403}",,,2297717.3874252708628774,147320.5115057892980985
244,hw_conduit,36-482004,,1,,36-482003,,Cond,,3485,,,,sanitary,,,,"{2297613.0351523905992508,147343.2800353093771264,2297717.3874252708628774,147320.5115057892980985}",,,2297613.0351523905992508,147343.2800353093771264
